Column1,account_id,bank_district_id,acc_opening_date,LOR in months,client_id,nbr_users,client_district_id,birth_year,birth_day,birth_month,gender,Age_group,loan_amount,loan_duration,loan_monthly_pmts,loan_year,loan_month,loan_day,loan_granted_in_97,loan_category,loan_default,loan_status,Contract_not_finished,Contract_finished,loan_months_remaining,loan_amount_remaining,loan_recency,card_type,issued_date_card,issued_yr_card,card_issued_in_97,district_id,district_name,region,nbr_inhabitants,ratio_urban_inh,average_salary,unemployment_rate_96,nbr_entp_1000_inh,unemployment_rate_missing,nbr_crimes_missing,crime_rate_96,SEC,High-Class,Low-Class,Middle-Class,last_trans_date,recency,freq_total_LTM,freq_credit_LTM,freq_withdrawal_LTM,end_balance,total_credit_LTM,total_withdrawal_LTM,avg_credit_LTM,avg_withdrawal_LTM,freq_total_LSM,freq_credit_LSM,freq_withdrawal_LSM,total_credit_LSM,total_withdrawl_LSM,avg_credit_LSM,avg_withdrawal_LSM,freq_total_LM,freq_credit_LM,freq_withdrawal_LM,total_credit_LM,total_Withdrawal_LM,avg_credit_LM,avg_withdrawal_LM,Total_order_amount,No_of_orders,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_leasing,order_k_Is_insurrance,order_k_Is_household,order_k_Is_loan,order_k_Is_NO CHAR,total_savings
46,3909,1,14-01-1993,47,4715,1,15,1976,12,8,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,junior,30-03-1996,1996,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,96,24,72,40331.4,319412.3,324083.2,13308.84583,4501.155556,45,12,33,159692.4,161641.6,13307.7,4898.230303,9,2,7,36795.4,33523.6,18397.7,4789.085714,9609,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,-4670.9
47,2926,50,14-01-1993,47,3534,1,50,1971,21,3,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,50,Svitavy,east Bohemia,102609,52,8187,5.45,94,0,0,20.79739594,Middle-Class,0,0,1,31-12-1996,0 days,112,26,86,46300.8,152156.8,141291.2,5852.184615,1642.92093,52,12,40,69870.2,59915.6,5822.516667,1497.89,10,2,8,16069.6,9022.6,8034.8,1127.825,4008,4,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,0,2,10865.6
48,1731,33,14-01-1993,47,2100,2,33,1931,29,9,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,33,Decin,north Bohemia,133777,84.7,8705,7.61,116,0,0,36.32163974,High-Class,1,0,0,31-12-1996,0 days,59,24,35,26490.4,58123.6,57707.2,2421.816667,1648.777143,27,12,15,29112.6,21733.6,2426.05,1448.906667,5,2,3,4867.4,3945.6,2433.7,1315.2,2631,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,416.4
49,11265,15,14-01-1993,47,13845,1,15,1973,16,2,M,20,52788,12,4399,1993,9,15,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,15,Cesky Krumlov,south Bohemia,58796,51.9,9045,3.6,124,0,0,31.95795632,Middle-Class,0,0,1,31-12-1996,0 days,89,30,59,16124.5,112464.4,113411.2,3748.813333,1922.223729,44,15,29,55455.6,55025.6,3697.04,1897.434483,8,2,6,11508.1,14647.6,5754.05,2441.266667,7512,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,-946.8
50,2519,4,15-01-1993,47,3041,1,4,1927,24,4,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,4,Kladno,central Bohemia,149893,67.4,9753,5.05,109,0,0,39.30803974,Middle-Class,0,0,1,31-12-1996,0 days,66,24,42,28650.2,67871.7,68203.2,2827.9875,1623.885714,29,12,17,33960.1,24431.6,2830.008333,1437.152941,6,2,4,5669.7,5663.6,2834.85,1415.9,1599,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-331.5
51,10364,55,17-01-1993,47,12754,2,55,1960,20,8,M,30,21924,36,609,1993,11,10,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,55,Brno - venkov,south Moravia,157042,33.9,8743,2.43,111,0,0,24.79591447,Low-Class,0,1,0,31-12-1996,0 days,87,25,62,50027.6,193807.3,197458.2,7752.292,3184.809677,38,12,26,95377.7,85324.6,7948.141667,3281.715385,7,2,5,21970.4,17436.6,10985.2,3487.32,6871,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-3650.9
52,1481,15,17-01-1993,47,1794,1,54,1940,30,3,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,15,Cesky Krumlov,south Bohemia,58796,51.9,9045,3.6,124,0,0,31.95795632,Middle-Class,0,0,1,31-12-1996,0 days,65,24,41,20990,38148.1,41535.2,1589.504167,1013.053659,30,12,18,19074.1,16157.6,1589.508333,897.6444444,6,2,4,3182.3,2939.6,1591.15,734.9,2065,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3387.1
53,401,32,18-01-1993,47,485,1,32,1978,16,5,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,32,Ceska Lipa,north Bohemia,105058,81,9272,3.22,118,0,0,42.88107522,High-Class,1,0,0,31-12-1996,0 days,79,24,55,15054.6,167717.4,179483.2,6988.225,3263.330909,36,12,24,83876.2,97881.6,6989.683333,4078.4,7,2,5,19342.6,24863.6,9671.3,4972.72,5369,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-11765.8
54,4034,1,18-01-1993,47,4862,1,1,1943,23,11,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,62,32,30,48399.4,103667.8,90735.2,3239.61875,3024.506667,30,17,13,62528.5,21507.6,3678.147059,1654.430769,6,3,3,9717.1,9014.6,3239.033333,3004.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932.6
55,2330,54,19-01-1993,47,2818,1,54,1963,12,4,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,70,24,46,21590.1,41701.3,41701.2,1737.554167,906.5478261,31,12,19,20830.5,14085.6,1735.875,741.3473684,5,2,3,3484.2,2277.6,1742.1,759.2,2263,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.1
56,1806,40,19-01-1993,47,2187,2,40,1933,12,3,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,40,Teplice,north Bohemia,128118,85.3,9317,7.07,97,0,0,53.63805242,High-Class,1,0,0,31-12-1996,0 days,60,24,36,30534.8,61445.7,54459.2,2560.2375,1512.755556,27,12,15,30813.7,21299.6,2567.808333,1419.973333,5,2,3,5156.1,3666.6,2578.05,1222.2,2552,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6986.5
57,3834,54,19-01-1993,47,4620,2,54,1940,1,11,F,50,23052,12,1921,1994,9,28,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,119,25,94,25964.6,185739.7,194055.2,7429.588,2064.417021,57,12,45,90817.9,97267.6,7568.158333,2161.502222,10,2,8,20923.8,17374.6,10461.9,2171.825,8861,5,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,1,1,2,-8315.5
58,1222,66,20-01-1993,47,1475,1,19,1932,31,3,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,66,Zdar nad Sazavou,south Moravia,125832,48.3,8512,4.12,102,0,0,16.71275987,Middle-Class,0,0,1,31-12-1996,0 days,65,24,41,28783.1,77634.9,93239.2,3234.7875,2274.126829,33,12,21,38723.6,41139.6,3226.966667,1959.028571,8,2,6,6429.1,9131.6,3214.55,1521.933333,1727,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-15604.3
59,212,27,20-01-1993,47,255,1,27,1951,11,10,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,13-10-1996,1996,0,27,Plzen - jih,west Bohemia,67298,43.8,8561,1.29,110,0,0,16.74641148,Low-Class,0,1,0,31-12-1996,0 days,83,25,58,69803.6,652658.6,649126,26106.344,11191.82759,40,12,28,324251.4,321650,27020.95,11487.5,7,2,5,74747.1,53471,37373.55,10694.2,13841,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3532.6
60,456,49,21-01-1993,47,548,1,49,1937,4,12,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,gold,09-10-1996,1996,0,49,Semily,east Bohemia,75685,60.8,8208,2.26,155,0,0,28.05047235,Middle-Class,0,0,1,31-12-1996,0 days,68,24,44,86809.9,626335.5,643039.2,26097.3125,14614.52727,31,12,19,313389.7,350563.6,26115.80833,18450.71579,7,2,5,72114.4,114914.6,36057.2,22982.92,4783.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-16703.7
61,459,47,21-01-1993,47,551,1,47,1976,5,7,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,47,Pardubice,east Bohemia,162580,72.8,9538,1.81,111,0,0,33.2759257,Middle-Class,0,0,1,01-11-1996,60 days,11,7,4,9600,8100,9200,1157.142857,2300,5,2,3,1500,7000,750,2333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1100
62,772,45,21-01-1993,47,924,1,1,1953,12,7,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,45,Jicin,east Bohemia,77917,53.5,8390,2.89,132,0,0,27.23410809,Middle-Class,0,0,1,31-12-1996,0 days,101,24,77,70218.8,315756.7,332355.2,13156.52917,4316.301299,46,12,34,157991.3,154777.6,13165.94167,4552.282353,9,2,7,36366.5,51179.6,18183.25,7311.371429,5165,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,-16598.5
63,1019,52,21-01-1993,47,1223,1,14,1955,13,8,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,52,Usti nad Orlici,east Bohemia,139012,61.9,8363,3.49,108,0,0,20.13495238,Middle-Class,0,0,1,31-12-1996,0 days,101,25,76,52642.2,262389.4,273183.2,10495.576,3594.515789,49,12,37,129506.4,123511.6,10792.2,3338.151351,11,2,9,29846.5,38498.6,14923.25,4277.622222,9364,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,-10793.8
64,11295,74,21-01-1993,47,13886,1,44,1954,12,4,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,101,38,63,72640.7,257359.4,252215.2,6772.615789,4003.415873,47,19,28,133948.9,90727.6,7049.942105,3240.271429,10,3,7,28034.7,28594.6,9344.9,4084.942857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.2
65,2970,60,22-01-1993,47,3586,2,60,1943,11,4,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,60,Prostejov,south Moravia,110643,51.9,8441,4.48,115,0,0,20.35375035,Middle-Class,0,0,1,31-12-1996,0 days,54,24,30,37633.9,127142.3,131975.2,5297.595833,4399.173333,25,12,13,63513.6,48707.6,5292.8,3746.738462,4,2,2,14631.3,8514.6,7315.65,4257.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4832.9
66,2676,73,22-01-1993,47,3231,1,21,1961,3,6,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,73,Opava,north Moravia,182027,56.4,8746,3.74,90,0,0,24.35352997,Middle-Class,0,0,1,31-12-1996,0 days,98,25,73,50239.8,201526,192279.2,8061.04,2633.961644,45,12,33,100114.2,81209.6,8342.85,2460.89697,8,2,6,23077.7,12691.6,11538.85,2115.266667,5197,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,9246.8
67,1536,41,22-01-1993,47,1862,1,50,1977,9,10,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,41,Usti nad Labem,north Bohemia,118650,85.6,9832,4.48,114,0,0,46.11040877,High-Class,1,0,0,31-12-1996,0 days,81,33,48,55135.9,411931.4,411019,12482.7697,8562.895833,39,18,21,220534.4,196786,12251.91111,9370.761905,6,3,3,47109.4,30069,15703.13333,10023,13204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,912.4
68,1179,74,23-01-1993,47,1419,2,74,1918,25,1,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,55,24,31,25492,51619.3,43961.2,2150.804167,1418.103226,27,12,15,25900.7,22305.6,2158.391667,1487.04,5,2,3,4316.4,3172.6,2158.2,1057.533333,2808,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7658.1
69,280,25,23-01-1993,47,338,1,8,1951,19,6,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,25,Klatovy,west Bohemia,88757,61.7,8554,2.68,113,0,0,24.98957829,Middle-Class,0,0,1,31-12-1996,0 days,87,26,61,31662.2,159705.7,172351.2,6142.526923,2825.429508,44,14,30,80590.7,87215.6,5756.478571,2907.186667,8,2,6,18187.9,14822.6,9093.95,2470.433333,8985,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-12645.5
70,2425,41,23-01-1993,47,2930,1,41,1941,22,3,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,41,Usti nad Labem,north Bohemia,118650,85.6,9832,4.48,114,0,0,46.11040877,High-Class,1,0,0,31-12-1996,0 days,74,29,45,31830.5,123473.5,127307.2,4257.706897,2829.048889,34,12,22,58692.3,64943.6,4891.025,2951.981818,7,2,5,13500.1,15050.6,6750.05,3010.12,5936,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-3833.7
71,9307,68,24-01-1993,47,11461,1,70,1974,8,7,M,20,41904,12,3492,1994,9,19,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,142,58,84,62100.9,844144.5,815569.2,14554.21552,9709.157143,74,31,43,461594.7,432061.6,14890.15161,10047.94419,12,5,7,32759.1,49783.6,6551.82,7111.942857,10880.5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,28575.3
72,4055,23,24-01-1993,47,4886,1,23,1979,9,12,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,23,Cheb,west Bohemia,87419,85.5,8624,2.66,102,0,0,36.58243631,High-Class,1,0,0,31-12-1996,0 days,60,24,36,52272.9,265837.6,272595.2,11076.56667,7572.088889,25,12,13,132876.7,114007.6,11073.05833,8769.815385,5,2,3,30623.9,22034.6,15311.95,7344.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6757.6
73,5065,66,24-01-1993,47,6114,1,66,1940,15,2,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,66,Zdar nad Sazavou,south Moravia,125832,48.3,8512,4.12,102,0,0,16.71275987,Middle-Class,0,0,1,31-12-1996,0 days,50,23,27,683.2,71811.6,86475.3,3122.243478,3202.788889,24,11,13,23410.4,36987.7,2128.218182,2845.207692,7,2,5,4036.2,20114.7,2018.1,4022.94,1541.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-14663.7
74,3704,75,24-01-1993,47,4466,1,75,1922,7,10,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,75,Prerov,north Moravia,138032,64.6,8819,5.66,99,0,0,32.63735945,Middle-Class,0,0,1,31-12-1996,0 days,66,24,42,26069,76078.2,72747.2,3169.925,1732.07619,32,12,20,38136.5,36343.6,3178.041667,1817.18,5,2,3,6348.2,4160.6,3174.1,1386.866667,3046,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3331
75,477,1,25-01-1993,47,574,1,1,1972,25,12,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,97,24,73,56843.5,215405.6,213799.2,8975.233333,2928.756164,43,12,31,107677.9,107049.6,8973.158333,3453.212903,7,2,5,24791.6,11291.6,12395.8,2258.32,3377,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1606.4
76,5891,54,25-01-1993,47,7127,1,3,1957,29,9,M,30,65184,12,5432,1994,4,18,0,50-100K,0,loan fully paid,0,1,0,0,,gold,07-10-1997,1997,1,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,80,25,55,102298.1,427984,414007.2,17119.36,7527.403636,36,13,23,214357.3,161996.6,16489.02308,7043.330435,6,2,4,49301.8,25314.6,24650.9,6328.65,5432.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13976.8
77,1000,77,25-01-1993,47,1204,1,77,1974,9,11,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,77,Vsetin,north Moravia,148545,53.5,8909,5.56,113,0,0,24.16776061,Middle-Class,0,0,1,31-12-1996,0 days,99,24,75,83223.5,410332.1,374327.2,17097.17083,4991.029333,47,12,35,205379.6,177709.6,17114.96667,5077.417143,8,2,6,47338,12820.6,23669,2136.766667,7506,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,36004.9
78,1750,1,26-01-1993,47,2122,1,1,1970,17,7,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,gold,19-11-1997,1997,1,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,87,25,62,89586.8,328613,292215.2,13144.52,4713.148387,39,12,27,163532.5,146157.6,13627.70833,5413.244444,8,2,6,37649.3,27159.6,18824.65,4526.6,9545,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,36397.8
79,2023,68,26-01-1993,47,2457,2,68,1940,17,8,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,107,24,83,73184.4,308302.8,273427.2,12845.95,3294.303614,49,12,37,154494.7,130353.6,12874.55833,3523.07027,9,2,7,35575.3,29625.6,17787.65,4232.228571,8631,4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,34875.6
80,6473,12,26-01-1993,47,7815,1,4,1946,19,1,F,50,76908,12,6409,1994,5,26,0,50-100K,1,loan not paid,0,1,0,0,,NA,,0,0,12,Pribram,central Bohemia,107870,58,8754,4.31,137,0,0,35.85797719,Middle-Class,0,0,1,31-12-1996,0 days,66,23,43,9245.8,253535.9,290993.4,11023.3,6767.288372,34,13,21,191774,188141.8,14751.84615,8959.133333,3,2,1,7008.1,14.6,3504.05,14.6,6408.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-37457.5
81,1649,46,26-01-1993,47,1999,1,74,1982,10,2,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,junior,27-01-1995,1995,0,46,Nachod,east Bohemia,112709,73.5,8369,2.31,117,0,0,23.22795873,Middle-Class,0,0,1,31-12-1996,0 days,37,15,22,32176.3,76954.5,61775.2,5130.3,2807.963636,19,7,12,45989.6,56587.6,6569.942857,4715.633333,6,1,5,150.9,27714.6,150.9,5542.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15179.3
82,2670,13,27-01-1993,47,3225,1,13,1957,17,3,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,08-03-1995,1995,0,13,Rakovnik,central Bohemia,53921,41.3,8598,3.26,123,0,0,34.77309397,Middle-Class,0,0,1,31-12-1996,0 days,75,24,51,17514.1,318218.9,332079.2,13259.12083,6511.356863,38,12,26,159036.3,170299.6,13253.025,6549.984615,7,2,5,36655.7,36986.6,18327.85,7397.32,8732,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-13860.3
83,1127,27,27-01-1993,47,1353,1,27,1959,13,2,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,18-04-1995,1995,0,27,Plzen - jih,west Bohemia,67298,43.8,8561,1.29,110,0,0,16.74641148,Low-Class,0,1,0,31-12-1996,0 days,74,24,50,57124.2,306091.2,310595.2,12753.8,6211.904,32,12,20,152982.7,148847.6,12748.55833,7442.38,5,2,3,35227.3,30074.6,17613.65,10024.86667,6260,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-4504
84,163,30,27-01-1993,47,197,1,30,1933,25,4,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,30,Sokolov,west Bohemia,94812,81.8,9650,3.67,100,0,0,29.57431549,High-Class,1,0,0,31-12-1996,0 days,75,24,51,31462.4,81692.3,72151.2,3403.845833,1414.729412,36,12,24,40945.5,37855.6,3412.125,1577.316667,7,2,5,6833.5,6982.6,3416.75,1396.52,3728,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,9541.1
85,2566,48,27-01-1993,47,3097,1,48,1948,22,8,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,48,Rychnov nad Kneznou,east Bohemia,78955,59,9060,2.44,124,0,0,21.7465645,Middle-Class,0,0,1,07-12-1996,24 days,12,6,6,11100,7900,8800,1316.666667,1466.666667,6,3,3,5300,5000,1766.666667,1666.666667,1,1,0,3200,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-900
86,9,70,27-01-1993,47,12,1,40,1981,20,2,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,66,28,38,32835.2,28722.2,74625.2,1025.792857,1963.821053,31,16,15,23038.5,16437.6,1439.90625,1095.84,6,3,3,3636.5,8414.6,1212.166667,2804.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45903
87,1144,59,28-01-1993,47,1375,1,69,1977,27,1,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,59,Kromeriz,south Moravia,108871,62.1,8444,3.47,106,0,0,21.17184558,Middle-Class,0,0,1,31-12-1996,0 days,64,24,40,16762.9,41340.4,42475.2,1722.516667,1061.88,31,12,19,20677.8,22677.6,1723.15,1193.557895,7,2,5,3449.9,5264.6,1724.95,1052.92,2250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1134.8
88,2902,32,28-01-1993,47,3507,1,32,1946,2,12,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,32,Ceska Lipa,north Bohemia,105058,81,9272,3.22,118,0,0,42.88107522,High-Class,1,0,0,31-12-1996,0 days,84,24,60,25651.3,264277,276655.2,11011.54167,4610.92,39,12,27,132124.1,128827.6,11010.34167,4771.392593,7,2,5,30439.3,27904.6,15219.65,5580.92,6290,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,-12378.2
89,4296,63,28-01-1993,47,5175,1,63,1949,18,9,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,63,Vyskov,south Moravia,86513,50.5,8288,4.52,110,0,0,16.87607643,Middle-Class,0,0,1,31-12-1996,0 days,62,24,38,76314.3,246747.9,228175.2,10281.1625,6004.610526,28,12,16,123515.2,117487.6,10292.93333,7342.975,5,2,3,28406.9,23074.6,14203.45,7691.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18572.7
90,443,64,28-01-1993,47,534,1,74,1957,22,7,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,82,24,58,25038.7,37841.7,36031.2,1576.7375,621.2275862,41,12,29,18927.8,15975.6,1577.316667,550.8827586,8,2,6,3160.4,3552.6,1580.2,592.1,2038,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1810.5
91,3693,61,29-01-1993,47,4453,2,61,1976,29,5,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,61,Trebic,south Moravia,117897,53.8,8814,5.74,107,0,0,17.46439689,Middle-Class,0,0,1,31-12-1996,0 days,71,28,43,80671.7,229177.4,190959.2,8184.907143,4440.911628,33,14,19,113828.6,68159.6,8130.614286,3587.347368,6,2,4,23485.5,13746.6,11742.75,3436.65,8992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38218.2
92,2070,72,29-01-1993,47,2510,1,72,1959,10,6,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,72,Olomouc,north Moravia,226122,62.6,8994,4.79,110,0,0,40.72138049,Middle-Class,0,0,1,31-12-1996,0 days,73,31,42,50441.4,183588.7,168139.2,5922.216129,4003.314286,33,13,20,81889.6,77779.6,6299.2,3888.98,6,2,4,18409.2,16926.6,9204.6,4231.65,8092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15449.5
93,1843,12,30-01-1993,47,2235,1,14,1940,20,4,F,50,105804,36,2939,1993,8,3,0,100-200K,0,loan fully paid,0,1,0,0,,NA,,0,0,12,Pribram,central Bohemia,107870,58,8754,4.31,137,0,0,35.85797719,Middle-Class,0,0,1,31-12-1996,0 days,80,25,55,24455.1,232060.1,244633.1,9282.404,4447.874545,40,12,28,115162.3,125949.3,9596.858333,4498.189286,7,2,5,26544.9,18708.6,13272.45,3741.72,9932.7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,-12573
